ship_name,id,title,category,comment
145,1278,Raised bump,General,There is a raised bump in the road which forces people to drive around it to avoid hitting and the possiblility to damage the cars suspension.
146,1279,Deep Pothole,General,Pothole on the corner of Tower Rd & Rabaul Rd Banskstown Airport is getting deeper & will cause damage to cars suspension. Also other potholes on the same road will cause problems with the amount of rain we've had lately.
147,128,Damaged Road Surface,General,"This street has had no work done on it in the 24 yeasr I have lived here. it is showing serious surface damage due to use, mostly by large trucks involved in redevelopment of properties in the street (Duplexes). While there may not be anything that can be done, the street is also very narrow and the aforementioned redevelopments have resulted in more cars being parked in the street. The street would benefit from the creation of parking bays into the nature strip and this may be less costly if incorporated into any repairs."
148,1280,Woman just tripped in this hole.,General,I just saw a woman fall when her foot went about 15cm down into the whole next to this access point.
149,1281,Broken seat at bus stop,Footpaths,There's a broken seat at the bus stop that almost ended up with me on the ground.
150,1283,Potholes in laneway beside school,Pothole,There's a few potholes in this laneway that could provide a trip hazard for people walking through the lane.
151,1288,Cement lid lifted,General,"A cement cover is lifted and a trip hazard. At the bus stop outside Stanhope garden shopping centre, on the shopping centre side of the road"
152,1289,Dumped rubbish,General,Dumped rubbish behind shopping centre
153,1290,Cement lid lifted,General,"A cement cover is lifted and a trip hazard. At the bus stop outside Stanhope garden shopping centre, on the shopping centre side of the road"
154,1291,Rubbish,General,Rubbish on footpath outside clubhouse
155,1293,Signs,General,Parking street signs have either faded or are hidden due to tree branch coverage.
156,1294,Road Upgrade,General,The road has numerous pot holes and for a thoroughfare is unacceptable.
157,1296,Constant deep potholes and pools of water.,General,"Been living here for 10 years and the road is constantly patched to fill pot holes. No drainage. Water pools in front of driveways. Very bumpy road. Known locally as the ""3rd world road"". We are not waterfront so feel neglected."
158,1297,Road - on ramp,General,"The on ramp is insufficient to meet the needs of morning peak hour traffic. It forces commuters to stop, forcing traffic into the right lane. This is compounded with another on ramp just some 500m further along Adelaide Avenue."
159,1302,Hidden potholes,General,We witnessed a small child ride his bike off the foot path to let people pass. When he rode off he fell into a drainage trench that could not Be seen because of the long grass. There are no warning signs at all.
160,1303,Pothole,General,Pothole on Ebden st near intersection with Chisolm
161,1305,Water not draining off exit road,General,Grass verge on southern side of Rocky Point Road exit road does not allow water to drain and water is pooling on road.
162,1306,Blocked drain,General,Drain on southern side of Rocky Point Road is blocked with debris and requires clearing as water is pooling on road.
163,1308,Repair St Light at Bus Stop,General,Please repair street light at bus stop. My 17yr old daughter is catching the bus in the dark. We are concerned about her safety.
164,1309,Footpath build,General,"Hey act govt, any chance of a footpath being constructed here? So kids don't have to cross busy Barr Smith road to go to school."
165,131,Intersection a traffic hazzard,General,The intersection of Escort Way and Old Forbes Road is very dangerous. Traffic turning into Old Forbes Road from the direction of the city of Orange encounters traffic overtaking on the left side of the turning vehicle vehicle where there is very little room to do so. Also any trucks using the intersection turning onto Escort way take up most of the intersection. The Escort way road is the responsibility of Roads and Maritime services and Old Forbes Road is the responsibility of Orange City Council. Orange City Council and the RMS have already been informed of the problem and haven't done anything to fix it. I am submitting this on behalf of residents of Old Forbes Road and Falveys Lane Orange.
